"","Peso","Altura","Edad","Minutos jugados","Partidos jugados","Partidos como titular","Goles","Tarjetas amarillas"
"198",-1.26015346106988,-2.29500962270789,-0.0141111116737356,1.28763660943311,1.14845547374999,1.3306197428483,1.82496455174632,-5.96150884818177e-17
"199",-0.411800558511082,-0.429482559863628,-0.467430574192493,0.764992386263877,0.797917401595896,0.648174230838757,5.3135187559881e-17,1.64436340939824
"200",-1.27453232382512,-1.36224609128576,-0.467430574192493,-1.62960630943306,-2.00638717563686,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"201",0.163353951698274,0.192359794417794,1.34584727588254,0.351659373169257,0.797917401595896,0.306951474833986,-0.0938553198040966,-5.96150884818177e-17
"202",0.594719834355291,0.0368992058474386,-0.0141111116737356,-0.837100036392131,0.096841257287707,-1.74038506119464,-1.0532652555793,-5.96150884818177e-17
"203",1.47183046242456,1.12512332583993,0.665868082104401,0.433642780725215,0.447379329441801,0.648174230838757,0.865554615971111,-5.96150884818177e-17
"204",0.73850846190763,0.814202148699216,-0.920750036711251,-1.35974425956136,-0.954772959174576,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"206",-1.12643003744621,-0.118561382722917,-0.694090305451872,-1.62619033411823,-1.65584910348276,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"215",0.379036893026783,0.192359794417794,1.34584727588254,0.18427658274251,-0.253696814866387,-0.0342712811707849,5.3135187559881e-17,-5.96150884818177e-17
"217",0.163353951698274,0.503280971558505,-0.920750036711251,-0.430598973927174,-0.954772959174576,-0.716716793180327,5.3135187559881e-17,-0.993846016669266
"218",-0.167359891672105,-0.584943148433983,1.57250700714192,0.115957076445878,0.096841257287707,-0.0342712811707849,5.3135187559881e-17,-0.993846016669266
"219",-0.69937781361576,-0.429482559863628,-1.37406949923001,-1.30508865452406,-1.65584910348276,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"220",-0.771272127391929,0.0368992058474386,-1.37406949923001,-0.970323073670563,-1.30531103132867,-1.39916230518987,-1.0532652555793,-5.96150884818177e-17
"221",1.01170685425707,0.65874156012886,-0.920750036711251,1.09634199180254,0.797917401595896,0.989396986843529,5.3135187559881e-17,0.325258696364487
"222",0.882297089459969,0.503280971558505,-1.37406949923001,-0.106081319018174,0.096841257287707,-0.0342712811707849,-1.0532652555793,0.325258696364487
"223",0.594719834355291,0.0368992058474386,1.57250700714192,0.18427658274251,-0.253696814866387,-0.0342712811707849,5.3135187559881e-17,-0.993846016669266
"225",-0.526831460552953,-0.118561382722917,1.34584727588254,0.621521423040951,0.797917401595896,0.306951474833986,-1.0532652555793,0.325258696364487
"226",1.68751340375307,0.503280971558505,1.79916673840129,-0.738036752262016,-1.30531103132867,-1.0579395491851,-1.0532652555793,-5.96150884818177e-17
"229",0.379036893026783,-0.274021971293272,0.89252781336378,-0.843931987021795,-0.253696814866387,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"230",-0.210496479937807,-0.584943148433983,2.02582646966067,-0.738036752262016,-1.30531103132867,-1.0579395491851,5.3135187559881e-17,-0.993846016669266
"231",-1.34642663760129,-1.2067855027154,-0.467430574192493,0.973366880468603,1.14845547374999,0.989396986843529,0.865554615971111,0.325258696364487
"232",-1.01571279423091,-1.2067855027154,-0.240770842933114,-0.498918480223805,-0.253696814866387,-0.716716793180327,5.3135187559881e-17,-0.993846016669266
"233",-1.01571279423091,-1.2067855027154,0.212548619585643,-0.68338114722471,0.096841257287707,-1.39916230518987,-1.0532652555793,-0.993846016669266
"234",0.422173481292484,0.65874156012886,2.47914593217943,0.525874114225667,0.447379329441801,0.648174230838757,-1.0532652555793,-5.96150884818177e-17
"235",-0.268011930958743,-0.740403737004338,0.665868082104401,0.542953990799825,0.447379329441801,0.648174230838757,5.3135187559881e-17,-0.993846016669266
